name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Best Biryani,0.0,300,Ulsoor,"Biryani, North Indian","Shop LG 04, Skywalk Building, Assay Road, Ulsoor, Bangalore",0,0
Arham's Resto,0.0,250,Vasanth Nagar,"Chinese, North Indian, Fast Food","6/3,8th Main Road, Vasanth Nagar, Bangalore",0,0
Kerala Food,0.0,200,Vasanth Nagar,"South Indian, Chinese, North Indian","77, Vasanth Nagar, Bangalore",0,0
Prawn Crunch,0.0,400,Richmond Road,"Seafood, Fast Food","Bangalore Club, Cariappa Road, Richmond Road, Bangalore",0,0
Ahmed's,0.0,200,Vasanth Nagar,"Kebab, Biryani","Opposite Kodava Samaj, 1st Main, Vasanth Nagar, Bangalore",0,0
Khan Saheb Grills and Rolls,3.9,350,Commercial Street,"Fast Food, Rolls","Kamaraj Road, Off, Commercial Street, Bangalore",1,0
Cafe Coffee Day,2.9,650,Lavelle Road,"Cafe, Fast Food","4/1 Walton Road Circle, Lavelle Road, Bangalore",1,0
AL - Khair,0.0,400,Frazer Town,North Indian,"121, B.S.A Road, Tannely Road, Frazer Town, Bangalore",1,0
Rotti Mane,3.6,200,Indiranagar,South Indian,"4/733, Behind Cauvery School, 10th Cross, 10th Main, 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",1,0
Sunny Side Bistro,3.8,700,Frazer Town,"Cafe, Continental","98/5, Davis Road, Cooke Town, Frazer Town, Bangalore",1,0
Chung Wah,3.9,800,Frazer Town,"Chinese, Thai, Momos, Vietnamese","22, Saunders Road, Opposite Seventhday Adventist Hospital, Frazer Town, Bangalore",1,0
Ganesh Food Joint,3.7,200,Frazer Town,"South Indian, North Indian, Chinese","2, Jayamahal Extension, 5th Main Road, Frazer Town, Bangalore",1,0
A2B - Adyar Ananda Bhavan,2.9,400,Ulsoor,"South Indian, North Indian, Chinese, Street Food, Fast Food","Meanee Avenue, Tank Road, Ulsoor, Bangalore",1,0
Tasty King,3.4,400,RT Nagar,"South Indian, North Indian, Chinese","28 & 29, Jayamahal Extension, Near Fun World Main Road, RT Nagar, Bangalore",1,0
Lime Twist,0.0,200,Brigade Road,"Beverages, Desserts","Garuda Mall, Ashok Nagar",1,0
Lazeez Xpress,3.4,650,Vasanth Nagar,"North Indian, Mughlai, Biryani","8th Main, Vasanth Nagar, Bangalore",1,0
Chowmein,4.0,600,Seshadripuram,"North Indian, Chinese, Thai, Momos","53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore",1,0
Curries And Pickles,3.8,250,Indiranagar,"Andhra, North Indian, Biryani","99, 2nd Main, 11th Cross, 1st Stage, Off Double Road, Indiranagar, Bangalore",1,0
Arina's,3.3,250,Frazer Town,"Fast Food, Chinese","14, 12th Cross, Jayamahal Extension, Frazer Town, Bangalore",0,0
Desi Vdesi,3.9,250,Church Street,"Fast Food, North Indian, Rolls","48, Triump Tower, Church Street, Bangalore",1,0
Debby's Kitchen,3.6,250,Frazer Town,"Modern Indian, American, Chinese","192/1, Ground Floor, Second Cross, Rose Garden, Park Road, Jeevanhalli, Cox Town",1,0
Food Singh,0.0,500,Frazer Town,North Indian,"24/48, M M Road, Benson Town, Frazer Town, Bangalore",1,0
Chination,0.0,600,Frazer Town,Chinese,"24/48, M Road Benson Town Frazer Town, Bangalore",0,0
Timeless EatOut,0.0,300,Vasanth Nagar,South Indian,"37, 7th Main Road, Vasanth Nagar, Bangalore",0,0
Baskin Robbins,3.5,250,Church Street,"Ice Cream, Desserts","48, Triumph Tower, Church Street, Bangalore",1,0
Keventers,3.9,400,Lavelle Road,"Desserts, Beverages, Ice Cream","24,Amphitheatre, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",0,0
Sreeraj Lassi Bar,3.9,150,Shivajinagar,"Beverages, Desserts","164, Chik Bazaar Road, Opposite Bus Stand, Shivajinagar, Bangalore",1,0
Karachi Bakery,0.0,400,Frazer Town,"Bakery, Desserts","41, Coles Road, Frazer Town, Bangalore",0,0
Sri Rama Vilas Sweets,3.8,150,Majestic,"Mithai, Desserts","14, OTC Road, Near Dharmaraya Swamy Temple, Nagarthpet Road, Majestic, Bangalore",0,0
KC Das - Sweet Bite,3.5,200,Frazer Town,"Mithai, Street Food","3D, Wheeler Road, Frazer Town, Bangalore",0,0
Shilpa Gulati's Desserts,3.6,600,Cunningham Road,Bakery,"51, Cunningham Road, Bangalore",0,0
The Bakery World,3.2,250,Frazer Town,"Bakery, Desserts","Cantonment Railway Station, Frazer Town, Bangalore",0,0
Pizza Hut,3.7,750,Church Street,"Pizza, Fast Food","1st Floor, 30, Off M G Road, Opposite S.B.I. Bank, Church Street",1,0
Watson's,4.2,1300,Ulsoor,"Finger Food, Salad, Chinese, Continental","Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore",0,1
A2B - Adyar Ananda Bhavan,3.6,400,Ulsoor,"South Indian, North Indian, Chinese, Street Food, Fast Food","37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, Bangalore",1,0
R.K.R Lunch Home,0.0,350,Richmond Road,"South Indian, Biryani","14/1, 19th Cross, Devanga Hostel Road, Sampangiram Nagar, Richmond Road, Bangalore",0,0
WOW Momo,3.5,400,MG Road,"Tibetan, Momos","Garuda Mall, Food court, 3rd Floor, 15, Magrath Road, Craig Park Layout, Ashok Nagar, Bangalore, MG Road, Bangalore",1,0
McDonald's,3.9,500,MG Road,"Burger, Fast Food","10, M/S India Garage, Kasturba Road, MG Road, Bangalore",1,0
Burger King,3.9,600,Commercial Street,"Burger, Fast Food, Beverages","111/4 and 8/2, Asha Gallery, Commercial Street, Bangalore",1,0
Indira Canteen,0.0,300,Ulsoor,South Indian,"Ward 80, Hoysalanagar, Murphy Town Market, Ulsoor, Bangalore",0,0
Blue Ginger - The Taj West End,4.4,3200,Race Course Road,Vietnamese,"Taj West End, Race Course Road, Bangalore",0,1
Masala Klub - The Taj West End,4.4,4000,Race Course Road,"North Indian, South Indian","Taj West End, Race Course Road, Bangalore",0,1
Blue Bar - The Taj West End,4.0,2500,Race Course Road,Continental,"Taj West End, Race Course Road, Bangalore",0,1
Gangotree,3.8,150,Race Course Road,Street Food,"High Point IV, Palace Ground, Race Course Road, Bangalore",0,0
Shahi Kabab,3.8,200,Frazer Town,Rolls,"67, Coles Road, Frazer Town, Bangalore",0,0
Calcutta Chats,3.6,200,Vasanth Nagar,North Indian,"25/1 A, Millers Road, Vasanth Nagar, Bangalore",0,0
Halli Mane Food Court,3.5,100,Frazer Town,South Indian,"Cantonment Railway Station, Frazer Town, Bangalore",0,0
Kerala Foods,3.5,250,Vasanth Nagar,Kerala,"3, 8th Main, Behind Ayappa Temple, Vasanth Nagar, Bangalore",0,0
Calcutta Chats,3.5,200,Vasanth Nagar,"Street Food, North Indian","23, 8th Main, Vasanth Nagar, Bangalore",0,0
Om Ganesha Juice Centre,0.0,100,Vasanth Nagar,"Juices, Fast Food","8th Main Road, Vasanth Nagar, Bangalore",0,0
Ahmed Biriyani Corner,0.0,200,Vasanth Nagar,Biryani,"6/1, 8th Main Road, Near Aiyappa Temple, Opp: Citibank ATM, Vasanth Nagar, Bangalore",0,0
Vinus Foods,0.0,300,Vasanth Nagar,South Indian,"7, Vasanth Nagar, Bengaluru",0,0
F M Biryani Plaza,0.0,200,Frazer Town,Biryani,"Opposite Coles Park, Frazer Town Area, Frazer Town, Bangalore",0,0
S.L.V Tiffin Room,0.0,150,City Market,South Indian,"3/1,26th Cross, Ballapurpet, Nagarathpete, City Market, Bangalore",0,0
Bismillah Royal Taj Hotel,0.0,200,Vasanth Nagar,Biryani,"8, 7th Main,12th Cross, Vasanth Nagar Bangalore",0,0
Bismillah Ambur Biryani,0.0,300,Vasanth Nagar,"Biryani, Fast Food","29,8th Main Road, Vasanth Nagar, Bangalore",0,0
Lobby Cafe - Radha Regent,3.7,1200,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese","Radha Regent Bengaluru, 110 C, Electronic City, Bangalore",0,1
The Big Barbeque,4.7,1500,Electronic City,"BBQ, North Indian, Continental, Chinese","163, 2nd Floor, 1st Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore",0,1
Fire Station,4.4,1200,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese","#154, Neeladri Main Road, Electronic City Phase 1, Above Unlimited Store, Doddathoguru, Electronic City, Bangalore",0,1
Barbeque Nation,4.3,1600,Electronic City,"North Indian, European, Mediterranean, BBQ, Kebab","94, Neeladri Nagar, 14th Cross Neeladri Main Road, Doddathogur, Electronic City, Bangalore",0,1
Onesta,4.5,600,Electronic City,"Pizza, Cafe, Italian","Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099",1,1
Time Traveller - Sai Vishram,4.2,1100,Electronic City,"Continental, North Indian, South Indian, Chinese","Sai Vishram Business Hotel, 144 - C/1, Kirloskar Road, Bommasandra Industrial Estate, Hebbagodi, Electronic City, Bangalore",1,0
24@43 - The Oterra,4.1,3000,Electronic City,"North Indian, Asian, Continental","The Oterra, 43, Phase 1, Electronic City, Bangalore",0,1
Citrus Cafe - Lemon Tree Hotel,3.9,2200,Electronic City,"North Indian, Continental, South Indian","Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, Bangalore",0,1
Keys Cafe - Keys Hotel,3.8,1200,Electronic City,"Chinese, Continental, North Indian","Keys Hotel, Opposite Live 100 Hospital, Hosur Road, Electronic City, Bangalore",0,0
Bazaar - Zone By The Park,4.0,1400,Electronic City,"Continental, South Indian, North Indian, Asian","Zone by The Park, 26/A, Phase 1, Electronic City, Bangalore",0,1
Aagaman Veg,0.0,900,Electronic City,"North Indian, Chinese, South Indian","Legacy Building, Ground Floor, Behind Niligiris, Phase 1, Electronic City, Bangalore",1,0
Fishing Boat - Hotel Goyal Residency,3.9,800,Electronic City,"Seafood, North Indian, Chinese, Biryani","Hotel Goyal Residency, 17-C Keonics, Opposite Symbiosis College, 1st Phase, Electronic City, Bangalore",1,1
Soul Indian Specialty - Svenska Design Hotel,3.7,2000,Electronic City,"North Indian, South Indian, Asian, Italian, Continental","Svenska Design Hotel, 56 D, Wipro Gate No 5, Electronic City 1, Electronic City, Bangalore",1,1
Melange - Hotel Ekaa,3.2,900,Electronic City,"North Indian, Chinese, Continental, Mangalorean","Hotel Ekaa, 52, Kudlu Gate, Hosur Main Road, Near Narasimha Theatre, Bommanahalli, Bangalore",1,1
#Vibes Restro,0.0,700,Electronic City,"Continental, Chinese, Italian","Marasur Gate, Chandapura - Anekal Road, Near Aliance Collage, Electronic City, Bangalore",0,0
Spotlight - The Golden Tulip,2.5,850,Electronic City,"North Indian, Chinese, Continental","Golden Tulip Hotel, Plot 56/A, Opp-Wipro Gate 5, Electronic CIty, Phase 1, Bangalore",0,1
Ritz,3.5,800,Electronic City,"North Indian, Chinese, Thai, Continental","Gardeenia Comfortes Suites, 52/56 Bommansandra Industrial Area, Hosur Main Road, Electronic City, Bangalore",0,0
It's Mirchi - Ramee Guestline Hotels,3.1,1600,Electronic City,"Continental, Mughlai","Ramee Guestline Hotels, 1 & 2, KIADB Industrial Area, Attibele, Near Electronic City, Electronic City, Bangalore",0,0
The Dining Table - Sahar Pavillion,3.7,1500,Electronic City,"Chinese, Continental, North Indian, Pizza, South Indian","The Sahar Pavilion, 2224/2225, Kudlu Gate, Singasandra, Hosur Road, Electronic City, Bangalore",0,1
Seven Spices - Manipal County,2.8,900,Electronic City,"North Indian, Chinese, Continental","Manipal County, 65, Singasandra, Electronic City, Bangalore",0,0
Bamboo Shades,2.8,1000,Electronic City,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian","Vinaya Royal Inn, V-6, Industrial Layout, Hosur Main Road, Phase 1, Electronic City, Bangalore",1,0
Brunch & Munch - Hotel Millennium Plaza,3.5,1200,Electronic City,"North Indian, Chinese, Mangalorean, Andhra","396/48, Huskur Gate, Opposite Vimalalaya Hospital, Near Biocon Factory, Electronic City, Bangalore",0,0
Cafe Happytizing,4.1,700,Electronic City,"Cafe, Sandwich, Pizza, North Indian, Mexican","7, 2nd Floor, Ganga Enclave, Neeladri Road, Doddathoguru Village, Electronic City, Bangalore",1,0
Biggies Burger 'n' More,3.9,650,Electronic City,"Cafe, Burger, Beverages","2,SJR Equinox, Bangalore, Electronic City, Bangalore",1,0
This Cafe Has No Name Cafe,3.2,500,Electronic City,"Cafe, Beverages","1461, Near 14th Cross, Above MedPlus, Ananth Nagar, Phase 2, Electronic City, Bangalore",1,0
The Platonic Cafe,0.0,500,Electronic City,"Cafe, Beverages","20, KVG Avenue, 1st Phase, Jigani Main Road, Electronic City, Bangalore",1,0
She Brews,3.8,400,Electronic City,"Cafe, Continental, Thai, Chinese","Site 20, 3rd Floor, Neeladri Road, Near Wipro Gate 16, Electronic City Phase 1, Electronic City, Bangalore",1,0
Rags on Fire,3.1,600,Electronic City,Cafe,"5th Floor, Uniworld Commercial Complex, Phase 1, Electronic City, Bangalore",1,0
Cafe Crumb'z,3.3,300,Electronic City,"Cafe, Beverages, Fast Food","1, Nithin Building, Vinayaka Layout, Doddathogur Phase 1, Electronic City, Bangalore",0,0
Chef Baker's,3.8,600,Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe","59/4, Velankani Drive, Doodathogur Begur Hobli, Opposite BHEL Gate 3, Phase 1, Electronic City, Bangalore",1,0
Cuppa,3.0,700,Electronic City,"Cafe, Fast Food, Continental","49-51, Concorde Silicon Valley, Next to Wipro, Doddathogur, Electronic City, Bangalore",1,0
Manasa Cool Cafe,3.2,300,Electronic City,"Fast Food, Juices, Cafe, Desserts","3rd Cross Road, Next to Canara Bank Phase 1, Electronic City, Bangalore",1,0
Entree cafe,3.7,400,Electronic City,"Cafe, Bakery, Desserts","K137, Neeladri Road, Karuna Nagar, Electronic City, Bangalore",1,0
Cafe Coffee Day,3.7,900,Electronic City,"Cafe, Fast Food","9, Ground Floor, Infosys Gate 3, Konappana Agrahara Village, Electronic City, Bangalore",0,0
Magic Oven,4.0,400,Electronic City,"Cafe, Desserts","55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",0,0
The Hungry Shark Cafe,3.9,700,Electronic City,"Cafe, Continental, Beverages","227, 2nd Cross, Axis Bank Building, Neeladri Road, Phase 1, Electronic City, Bangalore",0,0
KA 51 Restocafe,3.9,650,Electronic City,"Cafe, Mughlai","Hulimangala Rd, Bengaluru, Karnataka 560100, India",0,0
Cafe HIGHRANGERS,3.3,400,Electronic City,"Cafe, Fast Food, Chinese","73, Sports Base, Bettadasanapura Main Road, Opposite All Saints Service Station, Electronic City, Bangalore",1,0
B Penguin Restaurant & Cafe,0.0,300,Electronic City,Cafe,"8-9, Phase 2, Electronic City, Bangalore",0,0
Sweet Revenge Bake N Cafe,0.0,200,Electronic City,"Bakery, Fast Food, Cafe","305, Parappana Agrahara Main Road, Sai Sree Layout, Parappana Agrahara, Electronic City, Bengaluru",0,0
Happy Cups,0.0,300,Electronic City,"Bakery, Cafe, Sandwich","254/185/26, Baswer Sannidhi, 2nd Main Road, Neeladri layout, Doddathoguru, Electronics City Phase 1, Electronic City, Bangalore",0,0
24 Hours Coffee Drop - La Classic,3.4,800,Electronic City,Cafe,"158, Hotel La Classic, Yedavanahalli, Attibele, Near Electronic City, Electronic City, Bangalore",0,0
Kulhad Junction,0.0,100,Electronic City,Cafe,"135, Sathyamma Layout, Kudlu, Electronic City, Bangalore",0,0
JFD Cafe,0.0,400,Electronic City,"Cafe, Fast Food","Samruddi Kuteera, Manipal County Road, AECS C Block, Singasandra, Electronic City, Bangalore",0,0
The Chocolate Room,2.8,600,Electronic City,"Cafe, Beverages","5, By The Way Foodcourt, Skywards Tech Park, Doddathoguru Village, Phase 1, Electronic City, Bangalore",1,0
eat.fit,0.0,500,Electronic City,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts","84/4, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Lassi Adda,4.0,200,Electronic City,"Beverages, Sandwich, Fast Food","Opposite Velankani Gate number 2, Doddathoguru, Electronic City, Bangalore",1,0
Sitaar,3.8,800,Electronic City,"North Indian, Chinese","65, TS Arcade, Next To Michelin Tyre Centre, Chandarpura, Electronic City, Bangalore",1,1
Karama Restaurant,0.0,400,Electronic City,Arabian,"1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
FreshMenu,3.0,450,South Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger","177/90, Near Velankani Tech Park, Velankani Road, Dodda Thogur, Phase 1, Electronic City, Bangalore",1,0
Dabba Gosht,0.0,400,Electronic City,"Arabian, Middle Eastern","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Vegetarea,0.0,250,Electronic City,South Indian,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Punjabites,0.0,400,Electronic City,"North Indian, Charcoal Chicken","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
The Good Bowl,3.9,500,Electronic City,"Italian, North Indian, Biryani","Shop 10-11, 2nd Cross Road, Near Infosys Gate 1, Electronic City, Bangalore",1,0
Empire Restaurant,0.0,400,Electronic City,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages","1st Floor, Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Al-Bek,0.0,300,Electronic City,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Lassi Resto Cafe,3.7,200,Electronic City,"Beverages, Fast Food","Velankani Drive, Doddathogur Main Road, Electronics City Phase 1, Electronic City, Bangalore",1,0
Kitchens@Electronic City,0.0,600,Electronic City,"Italian, Chinese, Continental, North Indian","84/4, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Delhi Base Sri Food Court,3.9,250,Electronic City,"North Indian, South Indian, Chinese, Street Food","Near BHEL, Velankani Road, Electronic City, Bangalore",1,0
Easy Bites,0.0,300,Electronic City,"Fast Food, Sandwich","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Wakhra Swaad,3.4,300,Electronic City,"North Indian, Biryani, Rolls, Beverages","1, SJR Equinox Retail, Velankanni Drive, Phase 1, Electronic City, Bangalore",1,0
Indian Food Court,3.8,400,Electronic City,"North Indian, Chinese, Fast Food","G.S. Palya Road, Near Indian Bank ATM ,Konappana Agrahara, Phase 2, Electronic City, Bangalore",1,0
Maa Reddy's Hyderabadi Biryani House,3.0,500,Electronic City,"Biryani, Andhra, North Indian","Shop 5, Katha 795, Fruit Market Road, Shanthipura, Phase 2, Electronic City, Bangalore",1,0
Beijing Bites,0.0,400,Electronic City,"Chinese, Thai, Momos","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Fresh 'N' Grills,3.2,500,Electronic City,"Sandwich, Salad, North Indian, Chinese","47/73, Doddathogur Road, Phase-1, Electronic City, Bangalore",1,0
New Punjabi Food Corner,4.0,500,Electronic City,"North Indian, Chinese","Opposite Wipro Gate 12, Electronic City, Bangalore",1,1
BOX8- Desi Meals,4.2,500,Electronic City,"North Indian, Mughlai, Fast Food","Doddathoguru Road, Konappana Agrahara, Electronic City, Bangalore",1,0
Swad 'E' Punjab,3.6,500,Electronic City,"North Indian, Chinese, Mughlai","Panchayati Building, Opposite BHEL, Velankani Road, Electronic City, Bangalore",1,0
Popular Burger,4.1,200,Electronic City,"Fast Food, Burger","Shop 6, Krishnappa Gowda Building, Doddathogur, Opp: Wipro Gate-12, Electronic City, Bangalore",1,0
Moriz Restaurant,3.1,700,Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages","Unit 1, Ajmera Avenue, Neeladri, Phase 1, Electronic City, Bangalore",1,0
Desi Dhaba,3.8,300,Electronic City,"Chinese, North Indian","Hosur Main Road, Electronic City, Bangalore",1,0
Amaravathi Mess,3.6,400,Electronic City,"Andhra, Biryani","Oppoiste HP Surya Wave, Velankani Road, Phase 1, Electronic City, Bangalore",1,0
Fish Chain,0.0,250,Electronic City,"Seafood, BBQ, Biryani","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Burger King,3.8,600,Electronic City,"Burger, Fast Food, Beverages","12, Ajmera Avenue, Neeladri Road, Electronic City, Bangalore",1,0
Polar Bear,0.0,300,Electronic City,"Desserts, Ice Cream","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Godavari Delights,3.5,700,Electronic City,"Andhra, Biryani","2039, Shanthipura Road, Doddanagamangala, Phase 2, Electronic City, Bangalore",1,0
Dine Garden Family Restaurant,3.5,400,Electronic City,"Biryani, South Indian, North Indian, Chinese","157, Hosur Road, Konappana Agrahara, Near Venkateshwara Theatre, Electronic City, Bangalore",1,1
Insomniac's Delight,4.0,300,Electronic City,"Fast Food, North Indian","Electronic City, Bangalore",1,0
Maa Reddy's Hyderabadi Biryani House,3.7,500,Electronic City,"Biryani, Andhra, North Indian","47/14, Velankini Gate Bus Stop, 1st Phase, Electronic City, Bangalore",1,0
Lassi Corner,3.5,300,Electronic City,"Beverages, Desserts","Narayana Reddy Building, Ground Floor, Near Infosys Gate 6, Phase 1, Electronic City, Bangalore",1,0
Paradise,4.0,800,Electronic City,"Biryani, North Indian, Kebab","47/11, Doddathogur Village, Opposite Velankani Tech Park Gate 4, Electronic City, Bangalore",1,0
Biryani Darbar,3.6,800,Electronic City,"Biryani, Mughlai, North Indian","2309, Shanthipura Road, Phase 2, Electronic City, Bangalore",1,0
Sri Pillaiyar Bhavan,4.0,300,Electronic City,Chettinad,"Keertha Apartment, Near XIMS College, Phase 2, Electronic City, Bangalore",1,0
Parathe Wali Gali,3.6,250,Electronic City,"North Indian, Chinese","Near Infosys Gate 6, Electronic City, Bangalore",1,0
Faasos,4.0,500,Hosur Road,"North Indian, Biryani, Fast Food","306, 1A Cross, Opposite SKF Bearing Factory, Bommasandra, Hosur Road, Bangalore",1,0
King,3.7,300,Electronic City,"North Indian, Chinese","34/2, Keerthana Apartment, Behind XIME College, Phase 2, Electronic City, Bangalore",1,0
Behrouz Biryani,4.1,650,Electronic City,Biryani,"2nd Cross Road, Electronic City, Bangalore",1,0
Subway,3.9,600,Electronic City,"Salad, Fast Food","BTW Food court, opp to Velanakani Gate 4, 43, Velankani Drive, Phase 1, Electronic City, Bangalore",1,0
New Udupi Palace,3.8,350,Electronic City,"South Indian, North Indian, Chinese, Street Food","62/3, Konappa Agrahara, Hosur Main Road, Electronic City, Bangalore",1,0
Hyderabadi Spice,4.0,400,Electronic City,"Hyderabadi, Andhra, Chinese, Biryani","Chandra Reddy Building, Near Tech Mahindra, Electronic City, Bangalore",1,0
KFC,3.9,450,Electronic City,"Burger, Fast Food","56, Survey No. 66, Opposite Wipro Gate 5, Phase 1, Electronic City, Bangalore",1,0
Pallavi Restaurant,3.8,500,Electronic City,"Biryani, Chinese, Andhra","BMTC Bus Depot, 1st Floor, Hosur Main Road, Electronic City, Bangalore",1,1
Foodies Family Restaurant,3.4,300,Electronic City,"North Indian, Chinese","22/3, HG PLAZA Building, Konapanna Agrahara, Electronic City, Bangalore",1,0
Kolkata Kitchen,3.2,400,Electronic City,"North Indian, Fast Food, Biryani","71/1A, Near Wipro Gate 5, Phase 1, Electronic City, Bangalore",1,0
4Foodiez,3.7,300,Electronic City,"South Indian, North Indian, Chinese","11, Smondoville Neotown Road, Phase-1, Electronic City, Bangalore",1,0
Salted Chilli,3.7,600,Electronic City,"Biryani, North Indian, Chinese","12/8, 1st Floor, Mohan Reddy Building, 6th Main, Shantipura, Electronic City, Phase 2, Bangalore",1,1
Curries & Pickles,3.4,400,Electronic City,"Andhra, Biryani, Chinese","33/33, Opposite SLR Spirits, Doodathogur , Velankani Road, Electronic City, Bangalore",1,0
Thalassery Restaurant,3.8,600,Electronic City,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices","Opposite Venlankani Doddathogur Village, Gate Number 2, Electronic City, Bangalore",1,0
MDP Coffee House,3.8,200,Electronic City,South Indian,"Amruthaya Nilaya, Behind Agarwal Bhawan, Ananth Nagar, Phase 2, Electronic City, Bangalore",1,0
Hot Attack,3.6,400,Electronic City,"North Indian, Chinese, Biryani","Opposite Velankanni Gate, Phase 1, Electronic City, Bangalore",1,0
China Garden,3.6,300,Electronic City,"Chinese, North Indian","Doddathoguru Road, Opposite Valankani Gate 2, Near Royal Gym, Phase 1, Electronic City, Bangalore",1,0
Kaaram,3.4,500,Electronic City,"Andhra, Biryani","4, By the Way Food Court, Opposite Velankanni Tech Park, Phase 1, Electronic City, Bangalore",1,0
Hyderabad Magic,3.8,400,Electronic City,"Hyderabadi, Chinese, Biryani, Arabian","127,Kiadb Layout, Near Tech Mahindra, Electronic City, Bangalore",1,0
Sri Manjunatha Foods,3.6,250,Electronic City,"South Indian, North Indian, Chinese","Green House Layout, Near Lakshmi Narashimha Temple, Doddathogur, Electronic City, Bangalore",1,0
Hyderabadi Biryaani Hub,2.7,300,Electronic City,"Biryani, Fast Food","V.G.S Complex Beside BMTC Depo,Hosur Main Road, Electronic City Phase 2,Electronic city Bangalore-560100",1,0
Ruposhi Bangla,4.0,400,Electronic City,"Bengali, Chinese, North Indian, Seafood","Ramakrishna Reddy Building, Celebrity Paradise Road, Dodda Thogur, Phase 1, Electronic City, Bangalore",1,0
Foodies Express,3.7,400,Electronic City,"Chinese, North Indian, Arabian, Biryani","4, Near TCS, 2nd Phase, Fruit Market Road, Electronic City, Bangalore",1,0
Pizza Hut,3.2,750,Electronic City,"Pizza, Fast Food","55, Opposite SKF, Bommasandra Village, Attibele Hobli, Anekal Taluk, Electronic City, Bangalore",1,0
Pizza Republic,3.8,500,Electronic City,"Pizza, Fast Food","3, Ajmera Avenue, Neeladri Road, Phase 1, Electronic City, Bangalore",1,0
Nainital North Indian Restaurant,3.5,400,Electronic City,North Indian,"Shikaripalya Main Road, Electronic City, Bangalore",1,0
Pure Punjabi,3.4,450,Electronic City,"Chinese, North Indian, Fast Food","8th Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore",1,0
7 Days Restaurant,3.8,400,Electronic City,"North Indian, Chinese, Arabian","103,77, Srinivas Building, Near Infosys Gate No 6, Konappana Agarahara, Electronic City, Bangalore",1,0
Eat N Meet,2.7,500,Electronic City,"Kerala, South Indian, North Indian, Chinese, Beverages","Bommasandra Indl Area, Hosur Main Road, Next To Narayan Hrudayalaya, Chandapura, Electronic City, Bangalore",1,0
Lakshmi Rayalaseema Ruchilu,3.0,600,Electronic City,"Biryani, South Indian, Chinese","4th Cross, RK Layout, Bommasandra, Hebbagodi, Electronic City, Bangalore",1,0
Goli Vada Pav No. 1,2.9,150,Electronic City,Street Food,"SJR Equinox, Near Velankani Software Gate 3, Dodda Thogur, Phase 1, Electronic City, Bangalore",1,0
Frozen Bottle,4.1,400,Electronic City,"Beverages, Desserts","5, 6, 7 SJR Equinox Retail, Opposite Velankani Gate 3, Phase I, Electronic City, Bengaluru",1,0
